Chr	Start	End	Value
15	25000001	26000000	101
15	26000001	27000000	11
15	27000001	28000000	13
15	28000001	29000000	39
15	29000001	30000000	13
15	30000001	31000000	58
15	31000001	32000000	12
15	32000001	33000000	34
15	33000001	34000000	12
15	34000001	35000000	35
15	35000001	36000000	18
15	36000001	37000000	14
15	37000001	38000000	9
15	38000001	39000000	11
15	39000001	40000000	19
15	40000001	41000000	62
15	41000001	42000000	42
15	42000001	43000000	30
15	43000001	44000000	49
15	44000001	45000000	29
15	45000001	46000000	42
15	46000001	47000000	8
15	47000001	48000000	11
15	48000001	49000000	24
15	49000001	50000000	19
15	50000001	51000000	27
15	51000001	52000000	32
15	52000001	53000000	25
15	53000001	54000000	7
15	54000001	55000000	3
15	55000001	56000000	21
15	56000001	57000000	23
15	57000001	58000000	18
15	58000001	59000000	32
15	59000001	60000000	28
15	60000001	61000000	17
15	61000001	62000000	11
15	62000001	63000000	24
15	63000001	64000000	20
15	64000001	65000000	32
15	65000001	66000000	38
15	66000001	67000000	30
15	67000001	68000000	18
15	68000001	69000000	15
15	69000001	70000000	22
15	70000001	71000000	20
15	71000001	72000000	12
15	72000001	73000000	38
15	73000001	74000000	19
15	74000001	75000000	48
15	75000001	76000000	55
15	76000001	77000000	16
15	77000001	78000000	25
15	78000001	79000000	39
15	79000001	80000000	25
15	80000001	81000000	24
15	81000001	82000000	17
15	82000001	83000000	38
15	83000001	84000000	19
15	84000001	85000000	46
15	85000001	86000000	28
15	86000001	87000000	8
15	87000001	88000000	5
15	88000001	89000000	22
15	89000001	90000000	42
15	90000001	91000000	52
15	91000001	92000000	15
15	92000001	93000000	30
15	93000001	94000000	16
15	94000001	95000000	9
15	95000001	96000000	11
15	96000001	97000000	28
15	97000001	98000000	11
15	98000001	99000000	17
15	99000001	100000000	27
15	100000001	101000000	25
15	101000001	101991189	41
16	1	1000000	87
16	1000001	2000000	92
16	2000001	3000000	98
16	3000001	4000000	65
16	4000001	5000000	47
16	5000001	6000000	19
16	6000001	7000000	7
16	7000001	8000000	7
16	8000001	9000000	23
16	9000001	10000000	14
16	10000001	11000000	30
16	11000001	12000000	39
16	12000001	13000000	18
16	13000001	14000000	10
16	14000001	15000000	38
16	15000001	16000000	33
16	16000001	17000000	25
16	17000001	18000000	14
16	18000001	19000000	31
16	19000001	20000000	32
16	20000001	21000000	29
16	21000001	22000000	35
16	22000001	23000000	22
16	23000001	24000000	32
16	24000001	25000000	14
16	25000001	26000000	19
16	26000001	27000000	10
16	27000001	28000000	20
16	28000001	29000000	62
16	29000001	30000000	64
16	30000001	31000000	98
16	31000001	32000000	72
16	32000001	33000000	55
16	33000001	34000000	48
16	34000001	35000000	14
16	35000001	36000000	77
16	36000001	37000000	0
16	37000001	38000000	0
16	38000001	39000000	0
16	39000001	40000000	0
16	40000001	41000000	0
16	41000001	42000000	0
16	42000001	43000000	0
16	43000001	44000000	0
16	44000001	45000000	0
16	45000001	46000000	0
16	46000001	47000000	20
16	47000001	48000000	21
16	48000001	49000000	23
16	49000001	50000000	20
16	50000001	51000000	34
16	51000001	52000000	14
16	52000001	53000000	18
16	53000001	54000000	26
16	54000001	55000000	15
16	55000001	56000000	21
16	56000001	57000000	45
16	57000001	58000000	41
16	58000001	59000000	36
16	59000001	60000000	7
16	60000001	61000000	8
16	61000001	62000000	4
16	62000001	63000000	6
16	63000001	64000000	10
16	64000001	65000000	7
16	65000001	66000000	9
16	66000001	67000000	35
16	67000001	68000000	67
16	68000001	69000000	51
16	69000001	70000000	39
16	70000001	71000000	38
16	71000001	72000000	39
16	72000001	73000000	21
16	73000001	74000000	14
16	74000001	75000000	26
16	75000001	76000000	42
16	76000001	77000000	12
16	77000001	78000000	16
16	78000001	79000000	17
16	79000001	80000000	19
16	80000001	81000000	12
16	81000001	82000000	33
16	82000001	83000000	14
16	83000001	84000000	12
16	84000001	85000000	32
16	85000001	86000000	33
16	86000001	87000000	27
16	87000001	88000000	35
16	88000001	89000000	39
16	89000001	90000000	42
16	90000001	90338345	13
17	1	1000000	32
17	1000001	2000000	33
17	2000001	3000000	53
17	3000001	4000000	46
17	4000001	5000000	58
17	5000001	6000000	28
17	6000001	7000000	32
17	7000001	8000000	99
17	8000001	9000000	51
17	9000001	10000000	22
17	10000001	11000000	31
17	11000001	12000000	8
17	12000001	13000000	15
17	13000001	14000000	8
17	14000001	15000000	16
17	15000001	16000000	46
17	16000001	17000000	53
17	17000001	18000000	38
17	18000001	19000000	62
17	19000001	20000000	68
17	20000001	21000000	61
17	21000001	22000000	28
17	22000001	23000000	34
17	23000001	24000000	0
17	24000001	25000000	0
17	25000001	26000000	0
17	26000001	27000000	2
17	27000001	28000000	36
17	28000001	29000000	86
17	29000001	30000000	41
17	30000001	31000000	61
17	31000001	32000000	33
17	32000001	33000000	48
17	33000001	34000000	12
17	34000001	35000000	28
17	35000001	36000000	69
17	36000001	37000000	42
17	37000001	38000000	28
17	38000001	39000000	45
17	39000001	40000000	41
17	40000001	41000000	55
17	41000001	42000000	81
17	42000001	43000000	72
17	43000001	44000000	58
17	44000001	45000000	61
17	45000001	46000000	49
17	46000001	47000000	27
17	47000001	48000000	41
17	48000001	49000000	61
17	49000001	50000000	44
17	50000001	51000000	59
17	51000001	52000000	15
17	52000001	53000000	4
17	53000001	54000000	8
17	54000001	55000000	9
17	55000001	56000000	12
17	56000001	57000000	18
17	57000001	58000000	24
17	58000001	59000000	44
17	59000001	60000000	36
17	60000001	61000000	37
17	61000001	62000000	17
17	62000001	63000000	34
17	63000001	64000000	47
17	64000001	65000000	47
17	65000001	66000000	9
17	66000001	67000000	14
17	67000001	68000000	31
17	68000001	69000000	28
17	69000001	70000000	19
17	70000001	71000000	9
17	71000001	72000000	6
17	72000001	73000000	13
17	73000001	74000000	22
17	74000001	75000000	37
17	75000001	76000000	61
17	76000001	77000000	59
17	77000001	78000000	24
17	78000001	79000000	41
17	79000001	80000000	20
17	80000001	81000000	32
17	81000001	82000000	78
17	82000001	83000000	58
17	83000001	83257441	9
18	1	1000000	38
18	1000001	2000000	11
18	2000001	3000000	19
18	3000001	4000000	28
18	4000001	5000000	5
18	5000001	6000000	22
18	6000001	7000000	21
18	7000001	8000000	8
18	8000001	9000000	16
18	9000001	10000000	32
18	10000001	11000000	18
18	11000001	12000000	26
18	12000001	13000000	42
18	13000001	14000000	28
18	14000001	15000000	40
18	15000001	16000000	9
18	16000001	17000000	0
18	17000001	18000000	0
18	18000001	19000000	0
18	19000001	20000000	0
18	20000001	21000000	0
18	21000001	22000000	28
18	22000001	23000000	19
18	23000001	24000000	17
18	24000001	25000000	27
18	25000001	26000000	8
18	26000001	27000000	23
18	27000001	28000000	10
18	28000001	29000000	5
18	29000001	30000000	4
18	30000001	31000000	5
18	31000001	32000000	30
18	32000001	33000000	24
18	33000001	34000000	3
18	34000001	35000000	9
18	35000001	36000000	28
18	36000001	37000000	11
18	37000001	38000000	10
18	38000001	39000000	1
18	39000001	40000000	11
18	40000001	41000000	3
18	41000001	42000000	3
18	42000001	43000000	5
18	43000001	44000000	3
18	44000001	45000000	10
18	45000001	46000000	14
18	46000001	47000000	20
18	47000001	48000000	24
18	48000001	49000000	16
18	49000001	50000000	30
18	50000001	51000000	22
18	51000001	52000000	11
18	52000001	53000000	4
18	53000001	54000000	5
18	54000001	55000000	18
18	55000001	56000000	11
18	56000001	57000000	11
18	57000001	58000000	19
18	58000001	59000000	28
18	59000001	60000000	21
18	60000001	61000000	18
18	61000001	62000000	10
18	62000001	63000000	16
18	63000001	64000000	20
18	64000001	65000000	6
18	65000001	66000000	7
18	66000001	67000000	3
18	67000001	68000000	14
18	68000001	69000000	14
18	69000001	70000000	10
18	70000001	71000000	10
18	71000001	72000000	11
18	72000001	73000000	7
18	73000001	74000000	5
18	74000001	75000000	15
18	75000001	76000000	15
18	76000001	77000000	29
18	77000001	78000000	15
18	78000001	79000000	9
18	79000001	80000000	25
18	80000001	80373285	10
19	1	1000000	66
19	1000001	2000000	69
19	2000001	3000000	55
19	3000001	4000000	51
19	4000001	5000000	53
19	5000001	6000000	31
19	6000001	7000000	52
19	7000001	8000000	58
19	8000001	9000000	39
19	9000001	10000000	52
19	10000001	11000000	59
19	11000001	12000000	60
19	12000001	13000000	90
19	13000001	14000000	32
19	14000001	15000000	54
19	15000001	16000000	54
19	16000001	17000000	54
19	17000001	18000000	58
19	18000001	19000000	58
19	19000001	20000000	50
19	20000001	21000000	46
19	21000001	22000000	43
19	22000001	23000000	53
19	23000001	24000000	40
19	24000001	25000000	7
19	25000001	26000000	0
19	26000001	27000000	0
19	27000001	28000000	15
19	28000001	29000000	19
19	29000001	30000000	20
19	30000001	31000000	11
19	31000001	32000000	13
19	32000001	33000000	26
19	33000001	34000000	26
19	34000001	35000000	44
19	35000001	36000000	84
19	36000001	37000000	48
19	37000001	38000000	37
19	38000001	39000000	50
19	39000001	40000000	59
19	40000001	41000000	54
19	41000001	42000000	60
19	42000001	43000000	40
19	43000001	44000000	49
19	44000001	45000000	57
19	45000001	46000000	56
19	46000001	47000000	55
19	47000001	48000000	39
19	48000001	49000000	57
19	49000001	50000000	99
19	50000001	51000000	56
19	51000001	52000000	87
19	52000001	53000000	56
19	53000001	54000000	112
19	54000001	55000000	83
19	55000001	56000000	75
19	56000001	57000000	56
19	57000001	58000000	67
19	58000001	58617616	65
20	1	1000000	25
20	1000001	2000000	36
20	2000001	3000000	28
20	3000001	4000000	38
20	4000001	5000000	18
20	5000001	6000000	33
20	6000001	7000000	14
20	7000001	8000000	10
20	8000001	9000000	9
20	9000001	10000000	5
20	10000001	11000000	22
20	11000001	12000000	13
20	12000001	13000000	6
20	13000001	14000000	12
20	14000001	15000000	10
20	15000001	16000000	5
20	16000001	17000000	13
20	17000001	18000000	18
20	18000001	19000000	37
20	19000001	20000000	7
20	20000001	21000000	17
20	21000001	22000000	27
20	22000001	23000000	15
20	23000001	24000000	45
20	24000001	25000000	12
20	25000001	26000000	33
20	26000001	27000000	9
20	27000001	28000000	0
20	28000001	29000000	1
20	29000001	30000000	17
20	30000001	31000000	11
20	31000001	32000000	39
20	32000001	33000000	31
20	33000001	34000000	34
20	34000001	35000000	33
20	35000001	36000000	46
20	36000001	37000000	26
20	37000001	38000000	22
20	38000001	39000000	43
20	39000001	40000000	6
20	40000001	41000000	6
20	41000001	42000000	20
20	42000001	43000000	5
20	43000001	44000000	24
20	44000001	45000000	32
20	45000001	46000000	65
20	46000001	47000000	26
20	47000001	48000000	24
20	48000001	49000000	9
20	49000001	50000000	31
20	50000001	51000000	31
20	51000001	52000000	12
20	52000001	53000000	10
20	53000001	54000000	16
20	54000001	55000000	6
20	55000001	56000000	4
20	56000001	57000000	23
20	57000001	58000000	24
20	58000001	59000000	33
20	59000001	60000000	17
20	60000001	61000000	10
20	61000001	62000000	8
20	62000001	63000000	53
20	63000001	64000000	66
20	64000001	64444167	16
21	1	1000000	0
21	1000001	2000000	0
21	2000001	3000000	0
21	3000001	4000000	0
21	4000001	5000000	0
21	5000001	6000000	15
21	6000001	7000000	30
21	7000001	8000000	18
21	8000001	9000000	30
21	9000001	10000000	18
21	10000001	11000000	15
21	11000001	12000000	0
21	12000001	13000000	0
21	13000001	14000000	36
21	14000001	15000000	23
21	15000001	16000000	12
21	16000001	17000000	15
21	17000001	18000000	19
21	18000001	19000000	11
21	19000001	20000000	10
21	20000001	21000000	9
21	21000001	22000000	7
21	22000001	23000000	9
21	23000001	24000000	12
21	24000001	25000000	6
21	25000001	26000000	24
21	26000001	27000000	13
21	27000001	28000000	9
21	28000001	29000000	11
21	29000001	30000000	21
21	30000001	31000000	48
21	31000001	32000000	14
21	32000001	33000000	31
21	33000001	34000000	30
21	34000001	35000000	19
21	35000001	36000000	7
21	36000001	37000000	38
21	37000001	38000000	14
21	38000001	39000000	20
21	39000001	40000000	31
21	40000001	41000000	6
21	41000001	42000000	24
21	42000001	43000000	29
21	43000001	44000000	29
21	44000001	45000000	67
21	45000001	46000000	25
21	46000001	46709983	28
22	1	1000000	0
22	1000001	2000000	0
22	2000001	3000000	0
22	3000001	4000000	0
22	4000001	5000000	0
22	5000001	6000000	0
22	6000001	7000000	0
22	7000001	8000000	0
22	8000001	9000000	0
22	9000001	10000000	0
22	10000001	11000000	2
22	11000001	12000000	3
22	12000001	13000000	1
22	13000001	14000000	0
22	14000001	15000000	0
22	15000001	16000000	34
22	16000001	17000000	38
22	17000001	18000000	32
22	18000001	19000000	49
22	19000001	20000000	46
22	20000001	21000000	57
22	21000001	22000000	65
22	22000001	23000000	132
22	23000001	24000000	60
22	24000001	25000000	35
22	25000001	26000000	33
22	26000001	27000000	29
22	27000001	28000000	26
22	28000001	29000000	15
22	29000001	30000000	38
22	30000001	31000000	53
22	31000001	32000000	43
22	32000001	33000000	33
22	33000001	34000000	14
22	34000001	35000000	6
22	35000001	36000000	25
22	36000001	37000000	38
22	37000001	38000000	51
22	38000001	39000000	47
22	39000001	40000000	35
22	40000001	41000000	26
22	41000001	42000000	47
22	42000001	43000000	41
22	43000001	44000000	23
22	44000001	45000000	22
22	45000001	46000000	25
22	46000001	47000000	28
22	47000001	48000000	10
22	48000001	49000000	12
22	49000001	50000000	28
22	50000001	50818468	51
X	1	1000000	12
X	1000001	2000000	15
X	2000001	3000000	13
X	3000001	4000000	16
X	4000001	5000000	1
X	5000001	6000000	5
X	6000001	7000000	7
X	7000001	8000000	8
X	8000001	9000000	12
X	9000001	10000000	22
X	10000001	11000000	7
X	11000001	12000000	12
X	12000001	13000000	14
X	13000001	14000000	19
X	14000001	15000000	7
X	15000001	16000000	21
X	16000001	17000000	17
X	17000001	18000000	15
X	18000001	19000000	15
X	19000001	20000000	8
X	20000001	21000000	10
X	21000001	22000000	13
X	22000001	23000000	8
X	23000001	24000000	14
X	24000001	25000000	18
X	25000001	26000000	7
X	26000001	27000000	16
X	27000001	28000000	17
X	28000001	29000000	6
X	29000001	30000000	3
X	30000001	31000000	19
X	31000001	32000000	3
X	32000001	33000000	5
X	33000001	34000000	4
X	34000001	35000000	9
X	35000001	36000000	8
X	36000001	37000000	10
X	37000001	38000000	19
X	38000001	39000000	17
X	39000001	40000000	13
X	40000001	41000000	19
X	41000001	42000000	20
X	42000001	43000000	8
X	43000001	44000000	9
X	44000001	45000000	13
X	45000001	46000000	17
X	46000001	47000000	20
X	47000001	48000000	36
X	48000001	49000000	69
X	49000001	50000000	42
X	50000001	51000000	19
X	51000001	52000000	21
X	52000001	53000000	48
X	53000001	54000000	32
X	54000001	55000000	17
X	55000001	56000000	29
X	56000001	57000000	9
X	57000001	58000000	13
X	58000001	59000000	0
X	59000001	60000000	0
X	60000001	61000000	0
X	61000001	62000000	0
X	62000001	63000000	4
X	63000001	64000000	9
X	64000001	65000000	13
X	65000001	66000000	16
X	66000001	67000000	12
X	67000001	68000000	4
X	68000001	69000000	15
X	69000001	70000000	10
X	70000001	71000000	32
X	71000001	72000000	41
X	72000001	73000000	26
X	73000001	74000000	26
X	74000001	75000000	38
X	75000001	76000000	14
X	76000001	77000000	10
X	77000001	78000000	13
X	78000001	79000000	13
X	79000001	80000000	6
X	80000001	81000000	12
X	81000001	82000000	6
X	82000001	83000000	6
X	83000001	84000000	5
X	84000001	85000000	7
X	85000001	86000000	11
X	86000001	87000000	12
X	87000001	88000000	9
X	88000001	89000000	8
X	89000001	90000000	3
X	90000001	91000000	6
X	91000001	92000000	7
X	92000001	93000000	6
X	93000001	94000000	8
X	94000001	95000000	5
X	95000001	96000000	10
X	96000001	97000000	9
X	97000001	98000000	7
X	98000001	99000000	5
X	99000001	100000000	3
X	100000001	101000000	20
X	101000001	102000000	36
X	102000001	103000000	39
X	103000001	104000000	37
X	104000001	105000000	10
X	105000001	106000000	5
X	106000001	107000000	14
X	107000001	108000000	21
X	108000001	109000000	13
X	109000001	110000000	10
X	110000001	111000000	11
X	111000001	112000000	16
X	112000001	113000000	11
X	113000001	114000000	6
X	114000001	115000000	16
X	115000001	116000000	22
X	116000001	117000000	12
X	117000001	118000000	4
X	118000001	119000000	16
X	119000001	120000000	33
X	120000001	121000000	49
X	121000001	122000000	6
X	122000001	123000000	4
X	123000001	124000000	17
X	124000001	125000000	10
X	125000001	126000000	3
X	126000001	127000000	10
X	127000001	128000000	6
X	128000001	129000000	9
X	129000001	130000000	15
X	130000001	131000000	15
X	131000001	132000000	22
X	132000001	133000000	10
X	133000001	134000000	11
X	134000001	135000000	36
X	135000001	136000000	46
X	136000001	137000000	28
X	137000001	138000000	10
X	138000001	139000000	8
X	139000001	140000000	11
X	140000001	141000000	14
X	141000001	142000000	15
X	142000001	143000000	6
X	143000001	144000000	14
X	144000001	145000000	3
X	145000001	146000000	13
X	146000001	147000000	10
X	147000001	148000000	26
X	148000001	149000000	8
X	149000001	150000000	27
X	150000001	151000000	13
X	151000001	152000000	21
X	152000001	153000000	27
X	153000001	154000000	51
X	154000001	155000000	61
X	155000001	156000000	30
X	156000001	156040895	5
Y	1	1000000	12
Y	1000001	2000000	15
Y	2000001	3000000	17
Y	3000001	4000000	9
Y	4000001	5000000	4
Y	5000001	6000000	8
Y	6000001	7000000	24
Y	7000001	8000000	21
Y	8000001	9000000	20
Y	9000001	10000000	42
Y	10000001	11000000	14
Y	11000001	12000000	23
Y	12000001	13000000	15
Y	13000001	14000000	8
Y	14000001	15000000	9
Y	15000001	16000000	2
Y	16000001	17000000	3
Y	17000001	18000000	30
Y	18000001	19000000	52
Y	19000001	20000000	11
Y	20000001	21000000	11
Y	21000001	22000000	30
Y	22000001	23000000	34
Y	23000001	24000000	37
Y	24000001	25000000	34
Y	25000001	26000000	49
Y	26000001	27000000	17
Y	27000001	28000000	0
Y	28000001	29000000	0
Y	29000001	30000000	0
Y	30000001	31000000	0
Y	31000001	32000000	0
Y	32000001	33000000	0
Y	33000001	34000000	0
Y	34000001	35000000	0
Y	35000001	36000000	0
Y	36000001	37000000	0
Y	37000001	38000000	0
Y	38000001	39000000	0
Y	39000001	40000000	0
Y	40000001	41000000	0
Y	41000001	42000000	0
Y	42000001	43000000	0
Y	43000001	44000000	0
Y	44000001	45000000	0
Y	45000001	46000000	0
Y	46000001	47000000	0
Y	47000001	48000000	0
Y	48000001	49000000	0
Y	49000001	50000000	0
Y	50000001	51000000	0
Y	51000001	52000000	0
Y	52000001	53000000	0
Y	53000001	54000000	0
Y	54000001	55000000	0
Y	55000001	56000000	0
Y	56000001	57000000	2
Y	57000001	57227415	10
